group,avg_DER_remain_generation_hh,avg_DER_remain_load_hh,avg_DER_remain_pv_hh,avg_DER_total_generation_hh,avg_DER_total_pv_hh
Asian_Pct,1.0312796124053258,0.9741575243176365,1.0193311008507318,0.8867751562630852,0.8907470630106535
Black_Pct,1.0586909980394903,1.0268892426335237,1.0657822740929748,0.9276204767672855,0.934535796227603
Hispanic_Pct,0.9459453225009316,0.9489576276279905,0.960033934109314,0.9827044238282219,0.9859347977544441
NatAmeri_Pct,1.0227776977262701,1.1590236106723397,1.107211901670853,1.1105479518006403,1.1110084460543534
OtherMulti_Pct,1.0228146549654185,1.0139966431118919,1.0115373796231342,1.019066365187584,1.0162503939074576
White_Pct,1.0074089213879898,1.0427771138308177,1.0035017063467677,1.0750555979415874,1.0697975408695988
